beeldid,LEGEND,trfwf_original,pays_quid,lieu_wikidata_qid,lieu_wikidata_name,BPALLASF,lien_phototheque,spatial - key - key,spatial - value - value,imageclassification - class1,imageclassification - prob1,imageclassification - class2,imageclassification - prob2,imageclassification - class3,imageclassification - prob3,imageclassification - class4,imageclassification - prob4,imageclassification - class5,imageclassification - prob5
00011332,"Le 4 mars a eu lieu à Forest l'enterrement du commissaire-adjoint Paul Vanderhaeghen et des agents Marcel Verstraeten et Joseph Henry, tombés sous les balles terroristes. -- -- Op 4 maart heeft had de begrafenis plaats van adjunct-commissaris Paul Vanderhaeghen en van agenten Marcel Verstraeten en Jozef Henry, gevallen onder de terroristen kogels. [Frei gegeben durch zensur] [Sipho]","sepulture--forest (bruxelles, belgique), funerailles--rites et ceremonies--forest (bruxelles, belgique)","Q31, Q31","Q72946, Q72946","Forest, Forest","Funérailles de trois agents de police à Forest, 4/3/1944. - 5 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=11332&rqdb=1&dbnu=1,LOC PLACE,Forest,plaza,0.375582,conference center,0.156869,auditorium,0.120092,bullring,0.0422207,legislative chamber,0.0383418
00011335,Funérailles de l'agent Houtman à Jette 25/3/1944. [Sipho],"sepulture--jette (belgique), funerailles--rites et ceremonies--jette (belgique)","Q31, Q31","Q241918, Q241918","Jette, Jette",Funérailles de l'agent de police Houtman à Jette : 25/3/1944. -  8 photos,http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=11335&rqdb=1&dbnu=1,LOC PLACE,Jette,plaza,0.404399,street,0.251927,alley,0.112042,downtown,0.10833,courtyard,0.029657
00011338,Funérailles de l'agent Houtman à Jette : 25/3/1944. [Sipho],"sepulture--jette (belgique), funerailles--rites et ceremonies--jette (belgique)","Q31, Q31","Q241918, Q241918","Jette, Jette",Funérailles de l'agent de police Houtman à Jette : 25/3/1944. -  8 photos,http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=11338&rqdb=1&dbnu=1,LOC PLACE,Jette,street,0.0980389,coffee shop,0.0925709,music studio,0.0561179,plaza,0.0478638,porch,0.0473367
00011369,Funérailles de l'agent Houtman à Jette : [26/3/1944] [Frei gegeben durch zensur] [Sipho] ,"sepulture--jette (belgique), funerailles--rites et ceremonies--jette (belgique)","Q31, Q31","Q241918, Q241918","Jette, Jette",Funérailles de l'agent de police Houtman à Jette : 25/3/1944. -  8 photos,http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=11369&rqdb=1&dbnu=1,LOC PLACE,Jette,plaza,0.464752,tower,0.208822,promenade,0.0694914,street,0.0422897,crosswalk,0.0247388
00011456,Bombardement d'Anvers : 5/4/1943. [Sipho],"victimes de bombardements--antwerpen (belgique), sepulture--antwerpen (belgique), funerailles--rites et ceremonies--antwerpen (belgique)","Q31, Q31, Q31","Q12892, Q12892, Q12892","Anvers, Anvers, Anvers","Funérailles de victimes d'un bombardement allié à Antwerpen, 9/4/1943. - 39 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=11456&rqdb=1&dbnu=1,LOC PLACE,Anvers,palace,0.226132,plaza,0.215537,landing deck,0.116199,promenade,0.081337,street,0.0677611
00011474,Funérailles de victimes de l'attentat de l'aviation ango-saxonne sur Anvers le 5/4/1943. [Frei gegeben durch zensur] [Sipho],"victimes de bombardements--antwerpen (belgique), sepulture--antwerpen (belgique), funerailles--rites et ceremonies--antwerpen (belgique)","Q31, Q31, Q31","Q12892, Q12892, Q12892","Anvers, Anvers, Anvers","Funérailles de victimes d'un bombardement allié à Antwerpen, 9/4/1943. - 39 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=11474&rqdb=1&dbnu=1,LOC PLACE,Anvers,bazaar,0.338606,crosswalk,0.168763,market,0.0988605,plaza,0.0540104,street,0.0484399
00011504,Bombardement d'Anvers ;: 5/4/43. [Sipho],"victimes de bombardements--antwerpen (belgique), sepulture--antwerpen (belgique), funerailles--rites et ceremonies--antwerpen (belgique)","Q31, Q31, Q31","Q12892, Q12892, Q12892","Anvers, Anvers, Anvers","Funérailles de victimes d'un bombardement allié à Antwerpen, 9/4/1943. - 39 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=11504&rqdb=1&dbnu=1,LOC PLACE,Anvers,office building,0.13542,plaza,0.113855,apartment building,0.080779,residential neighborhood,0.0708988,building facade,0.069759
00011520,Bombardement d'Anvers : 5/4/43. [Sipho],"victimes de bombardements--antwerpen (belgique), sepulture--antwerpen (belgique), funerailles--rites et ceremonies--antwerpen (belgique)","Q31, Q31, Q31","Q12892, Q12892, Q12892","Anvers, Anvers, Anvers","Funérailles de victimes d'un bombardement allié à Antwerpen, 9/4/1943. - 39 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=11520&rqdb=1&dbnu=1,LOC PLACE,Anvers,apartment building,0.250683,building facade,0.153516,fire escape,0.130025,office building,0.10274,hospital,0.0878071
00011531,Bombarement d'Anvers : 5/4/43. [Sipho],"victimes de bombardements--antwerpen (belgique), sepulture--antwerpen (belgique), funerailles--rites et ceremonies--antwerpen (belgique)","Q31, Q31, Q31","Q12892, Q12892, Q12892","Anvers, Anvers, Anvers","Funérailles de victimes d'un bombardement allié à Antwerpen, 9/4/1943. - 39 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=11531&rqdb=1&dbnu=1,LOC PLACE,Anvers,plaza,0.249166,parking lot,0.134125,downtown,0.0532804,village,0.0420845,street,0.0381371
00011566,"Ce jour, 24/4/1944, a eu lieu à Malines, l'enterrement des victimes du bombardement du 19/4/1944. -- -- Heden 24/4/1944 had de begrafenisplechtigheid van de slachtoffers van de bomaanval van 19/4/1944 te Mechelen plaats. -- -- [25/4/1944] [Frei gegeben durch zensur] [Sipho]","victimes de bombardements--mechelen (belgique), sepulture--mechelen (belgique), funerailles--rites et ceremonies--mechelen (belgique)","Q31, Q31, Q31","Q162022, Q162022, Q162022","Malines, Malines, Malines","Funérailles de victimes d'un bombardement allié à Mechelen, 24/4/1944. - 5 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=11566&rqdb=1&dbnu=1,LOC PLACE,Malines,street,0.622919,apartment building,0.133517,building facade,0.0462465,plaza,0.0394304,embassy,0.0349979
00011602,"Les obsèques de monseigneur Marinis, doyen de la collégiale Saints Michel et Gudule le 1 août 1942. -- -- Le cortège funèbre boulevard Botanique. [2/8/1942] [Frei gegeben durch zensur] [Sipho]","sepulture--bruxelles (belgique), funerailles--rites et ceremonies--bruxelles (belgique)","Q31, Q31","Q239, Q239","Bruxelles, Bruxelles","Funérailles de Mgr. Marinis à Bruxelles, 1/8/1942. - 2 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=11602&rqdb=1&dbnu=1,LOC BUILDING,la collégiale Saints Michel et Gudule,plaza,0.476347,street,0.194499,crosswalk,0.0942816,bazaar,0.0755637,campus,0.0179908
00011602,,,,,,,,LOC STREET,boulevard Botanique,plaza,0.476347,street,0.194499,crosswalk,0.0942816,bazaar,0.0755637,campus,0.0179908
